id,name,nickname,lat,lon
502,Red-necked wallaby,Visionary,47.8191364,-69.5611735
503,"Dik, kirk's dik",directional,-9.6551739,124.2699432
504,Woodrat (unidentified),Versatile,25.521039,112.309325
505,"Baboon, savanna",multimedia,59.9028865,30.3175834
506,Long-necked turtle,success,32.417346,105.238901
507,American bighorn sheep,capability,40.0058478,-8.2125382
508,"Badger, honey",5th generation,35.202503,102.521807
509,Tsessebe,ability,39.162045,20.7509566
510,Black-collared barbet,eco-centric,-6.4712737,110.8171082
511,Ant (unidentified),Cloned,1.3118981,32.463708
512,Steller's sea lion,Visionary,45.54,-122.66
513,"Albatross, waved",conglomeration,45.0486976,16.3746171
514,"Langur, hanuman",Synchronised,-6.4127,105.8625
515,Feathertail glider,3rd generation,31.953702,118.839685
516,Mallard,strategy,44.8209481,19.3850911
517,"Monkey, red howler",open architecture,63.8310311,20.2434458
518,"Dragon, ornate rock",Distributed,-8.7389984,116.4577466
519,"Boar, wild",firmware,31.345009,115.809852
520,Sidewinder,systematic,-1.2468663,110.0926112
521,Ovenbird,Decentralized,50.5037851,14.7986888
522,Mexican wolf,methodology,-7.1309871,111.591546
523,"Sheep, american bighorn",attitude,38.6206914,-90.4408037
524,"Fox, pampa gray",strategy,-23.3711864,-46.7575221
525,"Squirrel, arctic ground",bi-directional,23.106401,113.459749
526,Coyote,Function-based,-3.32192,114.598171
527,Australian sea lion,workforce,0.66643,-76.87192
528,"Cormorant, neotropic",core,41.8760133,72.9401509
529,Common ringtail,demand-driven,9.80278,118.69861
530,Wild turkey,array,-8.1938024,111.0847891
531,Laughing kookaburra,asynchronous,28.852393,85.297534
532,Red-billed tropic bird,client-server,30.315892,120.218758
533,"Butterfly, canadian tiger swallowtail",needs-based,40.73192,72.76177
534,Western patch-nosed snake,heuristic,46.6275321,16.2176399
535,"Dove, galapagos",systematic,40.417358,117.500558
536,Common raccoon,Triple-buffered,14.5707297,121.0137446
537,Egyptian goose,solution-oriented,41.777702,84.252156
538,"Buffalo, asian water",Business-focused,46.5838069,0.3350126
539,Western bearded dragon,high-level,-22.384597,-41.7828793
540,"Bleu, red-cheeked cordon",Automated,18.8839458,100.3031364
541,Magellanic penguin,Switchable,22.7370366,106.1536828
542,"Tortoise, indian star",responsive,-31.4505323,-64.1847851
543,Grey heron,Upgradable,50.0344323,15.418462
544,"Bird, black-throated butcher",Polarised,26.096382,107.454787
545,Kongoni,eco-centric,-9.3294895,125.2697802
546,"Langur, gray",standardization,39.907593,116.47531
547,Suricate,Diverse,30.352134,114.720925
548,"Otter, canadian river",high-level,-31.0767358,-64.4833187
549,"Tern, arctic",Mandatory,8.7686886,-12.7853522
550,Black-crowned crane,multimedia,-22.455799,-47.0193913
551,House sparrow,Enhanced,25.386379,114.922922
552,"Dog, african wild",concept,49.4643925,36.8584805
553,"Elephant, asian",Multi-layered,39.2494876,-9.1668376
554,"Goose, andean",middleware,-7.3145841,112.7576691
555,"Kangaroo, jungle",explicit,11.275175,125.0079426
556,"Tortoise, indian star",high-level,40.4529251,49.7333235
557,Sugar glider,motivating,62.587277,40.61071
558,Blesbok,hierarchy,2.0259109,-75.994964
559,Smith's bush squirrel,actuating,53.0903178,8.9354031
560,Margay,emulation,45.4266466,11.9259985
561,"Monitor, two-banded",Implemented,41.3432066,-8.5660453
562,Crown of thorns starfish,project,49.902219,20.636949
563,"Mynah, indian",client-server,64.5950323,30.6115492
564,"Dove, rock",Networked,31.6426016,130.5508575
565,Black kite,grid-enabled,-8.8449,121.1956
566,Bush dog,conglomeration,16.3838587,95.2606084
567,"Goose, cape barren",hybrid,14.9024411,120.8537936
568,Common rhea,tertiary,49.4395013,20.5190522
569,Ringtail cat,high-level,5.976337,121.2234268
570,"Cormorant, javanese",Synergistic,-34.5006776,-58.8072561
571,Dusky gull,coherent,29.236985,110.66263
572,Royal tern,array,44.18333,15.65
573,"Coot, red-knobbed",challenge,-6.7654544,108.1682147
574,Grison,budgetary management,-37.8060734,-72.7038047
575,California sea lion,intermediate,-7.604976,112.775101
576,Land iguana,scalable,4.5475154,97.1574784
577,"Possum, pygmy",application,22.915094,112.044491
578,"Glider, squirrel",success,-7.0549155,108.0261901
579,"Lion, steller sea",matrix,38.6395893,-8.9690651
580,"Lory, rainbow",modular,51.1146113,17.649817
581,Ring-tailed gecko,Customizable,56.0956089,27.532459
582,"Lynx, african",Graphic Interface,14.5748924,-87.8782959
583,"Jacana, african",structure,30.272156,109.488172
584,Steller's sea lion,analyzer,49.5532749,22.2110081
585,Desert kangaroo rat,explicit,45.3876043,18.8966831
586,Cape starling,dedicated,-6.8762522,109.6795545
587,"Cockatoo, slender-billed",standardization,55.6116874,37.6861486
588,Horned puffin,circuit,48.2678882,2.7122802
589,Sage hen,disintermediate,13.4840159,-87.6950899
590,"Cat, native",Object-based,7.9306264,80.7207444
591,"Macaque, bonnet",complexity,-6.2185725,106.9723202
592,"Polecat, african",implementation,-38.6677187,-72.2244406
593,"Tinamou, elegant crested",monitoring,50.2609615,16.101507
594,Eastern boa constrictor,Front-line,-10.3112236,40.1759806
595,Black-cheeked waxbill,Switchable,56.9651439,26.3110469
596,Steller sea lion,Total,-7.6832323,110.670528
597,Rainbow lory,Switchable,-23.1067087,-48.6123867
598,Australian masked owl,responsive,52.0668,-108.00135
599,"Screamer, crested",intangible,53.133924,90.4161609
600,Smith's bush squirrel,tangible,26.5015552,67.9731001
601,Barrows goldeneye,Programmable,55.8389853,37.1414146
602,Hanuman langur,capability,47.278918,6.07097
603,Common pheasant,Networked,25.495241,103.805012
604,"Vulture, white-headed",policy,37.0734616,-8.7751983
605,Coqui francolin,Diverse,39.1392555,-8.6756761
606,Cougar,Seamless,-6.6970726,107.5357224
607,"Buffalo, african",contextually-based,5.995876,80.284415
608,Dark-winged trumpeter,Expanded,49.6376889,24.2948622
609,"Cormorant, pied",impactful,32.69412,35.368513
610,Honey badger,open architecture,59.6637076,16.5305978
611,"Wambenger, red-tailed",methodical,50.9486162,30.8786768
612,"Hornbill, red-billed",Devolved,29.233463,119.902455
613,Arctic fox,global,22.00001,110.593212
614,Western lowland gorilla,foreground,-7.5749752,110.6317907
615,"Gecko, bent-toed",coherent,49.0333308,17.3756941
616,European red squirrel,groupware,-6.3007596,106.8329412
617,Common genet,explicit,55.6700613,12.5468826
618,Wattled crane,client-server,35.00394,104.634983
619,"Dove, little brown",Customizable,53.5862715,16.3876584
620,"Porcupine, indian",support,-1.145463,136.0396342
621,"Snake, eastern indigo",mission-critical,-2.5503853,-44.070196
622,"Genet, small-spotted",knowledge user,-15.3745452,167.8138553
623,Small-toothed palm civet,executive,38.6125141,-9.0820766
624,"Bird, pied butcher",Cross-platform,40.1336715,44.6507762
625,"Skunk, striped",matrix,36.3193563,-115.0228736
626,"Hornbill, southern ground",Assimilated,22.28616,89.95882
627,"Lion, mountain",ability,36.854929,114.503339
628,"Squirrel, indian giant",value-added,16.944093,120.866442
629,Collared peccary,asymmetric,40.3672602,20.4284431
630,"Wombat, southern hairy-nosed",zero tolerance,42.0912106,19.089904
631,"Monitor, white-throated",impactful,31.067673,121.567646
632,"Squirrel, european red",Compatible,-7.6487545,108.7897976
633,Silver-backed fox,instruction set,60.1536833,15.196697
634,"Spoonbill, european",website,29.76,-95.36
635,"Iguana, marine",Adaptive,13.2881184,-87.0336925
636,Mallard,directional,49.9454719,21.8376406
637,Sage hen,time-frame,51.8925608,21.4872815
638,"Vulture, black",flexibility,32.6797904,-5.5781378
639,"Weaver, lesser masked",attitude-oriented,41.9914135,121.6412579
640,Giant girdled lizard,Grass-roots,40.231962,116.857837
641,"Porcupine, indian",framework,40.5067525,47.6489641
642,Frilled lizard,portal,51.8417492,5.8715134
643,Violet-eared waxbill,Sharable,37.438101,112.028866
644,Mandras tree shrew,approach,-31.7457502,27.3469574
645,"Ferret, black-footed",algorithm,30.316361,118.781868
646,Common brushtail possum,regional,29.31718,89.054565
647,Peregrine falcon,zero defect,-9.4964,119.2262667
648,"Goose, egyptian",modular,38.05106,114.463347
649,Eastern indigo snake,scalable,-7.5718057,110.8381555
650,"Cormorant, javanese",function,29.135219,110.4185
651,"Nuthatch, red-breasted",Inverse,23.028301,115.84573
652,"Kiskadee, great",non-volatile,43.0174717,60.011507
653,Stone sheep,Versatile,-10.1678413,123.574902
654,Prehensile-tailed porcupine,disintermediate,48.138899,-1.948989
655,White-browed sparrow weaver,Face to face,45.203406,5.764182
656,Blue-footed booby,structure,18.2464685,42.5117238
657,Rhesus macaque,parallelism,42.3690023,21.3709578
658,"Goldeneye, barrows",Profit-focused,-8.2276154,115.1236952
659,Brown lemur,Persistent,-39.0593613,174.0768108
660,"Deer, black-tailed",Virtual,43.9142905,12.4208642
661,Sacred ibis,Polarised,-34.5838708,-58.4160621
662,"Duck, blue",static,30.9781287,31.162448
663,"Jaeger, long-tailed",success,10.2471959,-63.9201942
664,Horned puffin,concept,53.607925,10.0852568
665,"Fox, north american red",Quality-focused,-1.7669836,33.9694276
666,"Mynah, common",Open-architected,43.525311,125.664662
667,Galapagos tortoise,bandwidth-monitored,1.352083,103.819836
668,"Squirrel, malabar",focus group,51.167963,19.4883692
669,"Eagle, african fish",portal,31.717564,119.382381
670,"Porcupine, indian",zero administration,40.2608574,23.2215193
671,Red-billed hornbill,multi-state,7.0727574,100.4059456
672,"Goose, andean",solution-oriented,48.7803815,2.4549884
673,"Butterfly, tropical buckeye",Synchronised,38.995854,117.688815
674,"Kangaroo, red",multimedia,53.4405231,36.8430918
675,Black-collared barbet,software,-7.6387228,111.0460407
676,"Dolphin, striped",framework,-26.3374785,-60.4304186
677,Common mynah,grid-enabled,-6.7453352,34.1531947
678,Red-legged pademelon,Public-key,-7.974394,112.671469
679,Silver-backed fox,bandwidth-monitored,-8.3086532,123.5183871
680,"Dolphin, striped",next generation,35.295007,111.326555
681,"Meerkat, red",Assimilated,39.4381452,-8.5116903
682,"Weaver, sociable",optimal,28.1236316,-15.4287738
683,Red meerkat,forecast,36.6493964,139.8816085
684,"Crocodile, nile",definition,30.8337059,35.6160558
685,"Hornbill, red-billed",static,45.5593978,-122.807445
686,Tsessebe,matrices,-8.3478186,-77.3895014
687,"Starling, greater blue-eared",forecast,36.1228302,-111.2236913
688,"Screamer, southern",Fundamental,20.9711977,107.0448069
689,Crested barbet,parallelism,38.9485485,22.8400018
690,Swallow-tail gull,Expanded,9.0144214,-79.5125662
691,Tarantula,bifurcated,19.3461943,-99.1588734
692,Great horned owl,Multi-layered,45.730664,130.7788921
693,African darter,clear-thinking,11.8035277,-86.1624587
694,Alpaca,incremental,51.3098574,18.3275179
695,Pine squirrel,alliance,-25.2641605,-50.6378804
696,"Magpie, black-backed",strategy,48.9236625,2.3882228
697,Black-throated cardinal,zero tolerance,-13.2513786,-43.4112394
698,"Badger, eurasian",4th generation,39.959701,116.371308
699,"Sheep, red",Graphical User Interface,32.724185,120.133762
700,Boat-billed heron,bandwidth-monitored,44.7767137,20.5324028
701,Flightless cormorant,Digitized,59.8228866,10.855315
702,Elegant crested tinamou,Persevering,46.666415,123.169189
703,Red-tailed cockatoo,application,25.9210961,51.3385684
704,Egyptian cobra,Virtual,-3.5508343,128.6320086
705,Bald eagle,Centralized,-1.0233937,103.8042382
706,Black-footed ferret,flexibility,57.6437016,32.4624195
707,"Deer, black-tailed",Re-contextualized,37.347409,115.965874
708,Hanuman langur,static,-7.2201745,107.9119725
709,Rhesus macaque,benchmark,38.3032384,23.7548814
710,Racer snake,Business-focused,60.2231622,19.5595375
711,"Pelican, great white",zero administration,13.6361135,123.1924955
712,American beaver,analyzing,26.6674,113.449709
713,Red-breasted nuthatch,heuristic,45.7652358,126.6379525
714,European badger,Horizontal,6.2194589,-73.809258
715,"Otter, giant",Down-sized,1.558031,110.382845
716,Common turkey,client-driven,10.6231047,105.0060673
717,Bird (unidentified),Compatible,22.4537995,112.9340394
718,Violet-eared waxbill,data-warehouse,48.3554343,32.6517581
719,"Moorhen, purple",Vision-oriented,-17.1679082,-71.794868
720,"Oryx, beisa",workforce,-21.3699248,-45.5113164
721,"Bee-eater, carmine",alliance,-23.4157731,-51.4264048
722,"Monitor, two-banded",24 hour,48.5878559,2.591512
723,Southern black-backed gull,monitoring,49.6633939,6.1317337
724,Common shelduck,conglomeration,17.2356186,120.4796351
725,Dingo,attitude,14.6688068,121.1138058
726,"Dragonfly, russian",analyzing,5.003233,-76.003424
727,Stone sheep,Intuitive,22.6594661,105.9641124
728,Madagascar hawk owl,service-desk,-26.6161631,-56.2510215
729,European stork,analyzing,37.9337124,139.3844092
730,Alpaca,functionalities,56.1966377,86.6235938
731,Laughing dove,Focused,-25.9308612,28.0172442
732,"Pheasant, common",Profound,48.9479951,90.0133872
733,"Stork, greater adjutant",intranet,41.393981,2.1633946
734,"Lemming, arctic",Managed,2.1883402,-76.2131474
735,"Mynah, indian",Automated,49.3320487,15.6123444
736,Emerald green tree boa,Ergonomic,31.248842,88.417003
737,"Dragon, asian water",Customer-focused,26.074478,119.296482
738,Sandhill crane,encryption,26.9834552,87.3214908
739,Numbat,hardware,55.9588361,37.6489954
740,Arctic fox,Persevering,39.3577545,-9.3495726
741,Eastern cottontail rabbit,methodology,26.480043,113.778639
742,"Caiman, spectacled",solution,21.857958,111.982232
743,Greater rhea,Total,47.2038268,30.9163475
744,Marabou stork,initiative,48.8117849,14.2626645
745,Common nighthawk,Assimilated,-8.5697306,123.3991028
746,Levaillant's barbet,middleware,23.775772,98.825866
747,"Peacock, blue",optimal,-6.8641543,107.6232996
748,"Hornbill, red-billed",utilisation,54.81998,23.84462
749,Old world fruit bat (unidentified),Innovative,37.1426639,24.5137742
750,Moose,Devolved,47.9962116,-4.1020654
751,"Possum, western pygmy",interface,24.2521156,120.7223572
752,"Swan, black",website,40.68,-73.95
753,Black bear,zero administration,51.7976037,19.4547287
754,Tailless tenrec,open architecture,40.23921,116.12895
755,Dingo,time-frame,5.419092,100.343645
756,Currasow (unidentified),initiative,-8.2296365,111.4526032
757,Australian magpie,Object-based,21.1078535,-101.694732
758,Short-nosed bandicoot,Reverse-engineered,40.381657,116.948097
759,Eastern quoll,multi-tasking,14.9163748,-23.6040974
760,White-nosed coatimundi,superstructure,40.6999925,-112.0118669
761,Reindeer,next generation,27.9890156,-81.6802054
762,"Otter, north american river",Devolved,37.3745927,97.3688438
763,"Cliffchat, mocking",bandwidth-monitored,29.4976934,106.5730826
764,Great horned owl,Grass-roots,14.5005732,120.9926908
765,Asiatic jackal,logistical,55.0775116,24.2604924
766,"Squirrel, indian giant",Digitized,8.2853585,-78.1792434
767,"Dragon, ornate rock",User-friendly,36.307064,120.39631
768,Sambar,Object-based,45.169716,126.959837
769,Mara,Realigned,41.3929185,-8.5496995
770,Adouri (unidentified),attitude,55.8817076,37.720392
771,Whip-tailed wallaby,Sharable,49.8947754,18.5547609
772,Western patch-nosed snake,architecture,14.5508865,121.0075554
773,"Otter, small-clawed",Profound,39.227382,117.036824
774,"Flamingo, chilean",dedicated,17.29788,43.38718
775,"Armadillo, nine-banded",demand-driven,30.208404,116.681928
776,Olive baboon,Assimilated,53.4487975,-6.176659
777,"Heron, boat-billed",structure,48.9933836,16.6802413
778,"Stork, white-necked",local,42.7021916,9.4476864
779,Crimson-breasted shrike,asymmetric,9.9567542,123.3709704
780,"Bat, little brown",Sharable,-2.1587078,16.2345633
781,African lynx,local,3.1155165,35.6040785
782,"Rattlesnake, dusky",clear-thinking,49.4923255,39.617514
783,Mandras tree shrew,high-level,39.8833665,116.4379492
784,"Cat, toddy",concept,29.8812097,80.7657804
785,"Cat, cape wild",contextually-based,50.2637942,17.3960222
786,Green-winged macaw,database,13.6332855,100.4958678
787,Mocking cliffchat,directional,13.7374387,-89.7121674
788,Pied kingfisher,functionalities,14.6060279,-87.940833
789,Civet cat,neural-net,57.6635985,12.037055
790,Uinta ground squirrel,Programmable,19.8838774,110.4153075
791,Dama wallaby,Synchronised,45.7705013,15.9679074
792,Red-billed toucan,Team-oriented,17.8759173,101.6271544
793,"Vulture, black",Team-oriented,43.1434185,23.7098368
794,"Eagle, white-bellied sea",Persistent,31.026394,103.757315
795,"Bear, black",Customer-focused,-20.3707241,57.6063694
796,"Gull, southern black-backed",solution-oriented,7.9877141,-10.8479688
797,Coyote,internet solution,3.7827632,12.2490697
798,"Shrike, common boubou",model,46.3141609,15.5784672
799,California sea lion,Up-sized,-8.244,123.7805
800,Burmese black mountain tortoise,data-warehouse,8.7519471,150.3392188
801,"Lorikeet, scaly-breasted",implementation,45.0497462,-93.4824636
802,Indian mynah,Reactive,53.2229873,-6.7434401
803,Brush-tailed rat kangaroo,Cross-platform,-26.7761609,-51.0124989
804,"Deer, black-tailed",Front-line,29.208918,119.460526
805,Land iguana,system-worthy,-22.2090755,-47.3951378
806,"Crocodile, nile",Innovative,46.8330256,-0.7845859
807,Asian openbill,heuristic,51.7920503,56.3442985
808,"Langur, gray",client-driven,14.0452728,108.255546
809,Frilled lizard,tangible,-38.9126083,-67.976045
810,"Porcupine, north american",Balanced,6.8322014,3.6319131
811,"Turtle, long-necked",well-modulated,59.9458801,10.7822137
812,Egyptian cobra,software,41.3760282,-8.4673336
813,"Wagtail, african pied",Self-enabling,30.940195,118.75868
814,"Vulture, white-rumped",Profit-focused,50.8790699,26.4423222
815,"Boa, malagasy ground",Distributed,66.4924399,25.755466
816,"Raccoon, common",strategy,54.0498,21.1458001
817,"Mynah, common",transitional,52.3982331,13.2448535
818,Bottle-nose dolphin,national,10.5943971,-85.2017554
819,African buffalo,structure,34.8582652,33.6007892
820,"Squirrel, antelope ground",data-warehouse,-7.360381,108.2659999
821,Sea birds (unidentified),Devolved,49.0149775,31.0539028
822,African bush squirrel,Optional,16.012494,120.2822878
823,Egyptian vulture,contingency,34.978856,103.712902
824,Worm snake (unidentified),exuding,48.97974,33.52638
825,Indian mynah,concept,41.3307129,-8.5444494
826,Thirteen-lined squirrel,Progressive,27.646686,116.695522
827,"Echidna, short-beaked",client-server,40.09864,119.949545
828,"Goose, cape barren",impactful,-22.3664524,-47.1557087
829,Laughing kookaburra,core,17.8064459,102.5527505
830,Salmon pink bird eater tarantula,Multi-lateral,5.8607314,-0.6676865
831,"Baboon, savanna",productivity,32.703801,35.225489
832,"Mongoose, small indian",Balanced,48.7057309,2.2186743
833,"Dolphin, bottle-nose",productivity,39.827432,-8.8763264
834,"Bunting, crested",info-mediaries,46.3799618,-75.9685597
835,Greater adjutant stork,extranet,-7.6608184,111.0892601
836,Levaillant's barbet,Expanded,57.7166133,11.9015778
837,Mandras tree shrew,Fundamental,51.888151,-0.23924
838,"Lizard, goanna",Realigned,9.2209606,-74.4028287
839,Land iguana,flexibility,63.8737727,20.0874486
840,Eastern boa constrictor,artificial intelligence,9.7525077,105.2897042
841,"Eagle, crowned",forecast,59.3354247,18.067173
842,"Rhinoceros, square-lipped",website,57.6581105,11.9042745
843,Red-capped cardinal,stable,59.3917649,15.8447572
844,"Grebe, little",logistical,32.0671,35.08287
845,Cuis,Balanced,2.3390467,42.2880059
846,Small-toothed palm civet,Multi-tiered,39.8926924,-8.3687908
847,Antelope ground squirrel,human-resource,37.3218778,126.8308848
848,Indian leopard,asymmetric,15.3178606,-91.6317765
849,White-throated kingfisher,circuit,19.5056005,-98.882461
850,"Gull, dusky",Up-sized,53.8399736,92.6676385
851,"Bird, red-billed tropic",system-worthy,-6.9163257,107.7192104
852,Vervet monkey,Automated,-7.5450262,111.6556388
853,Common mynah,product,32.200197,118.41697
854,"Cockatoo, sulfur-crested",cohesive,46.0199358,29.6734385
855,Small Indian mongoose,Upgradable,6.7954977,79.8746207
856,White-browed owl,challenge,-6.7686246,107.7517775
857,Black spider monkey,Cloned,-6.6355378,106.8490872
858,White-fronted bee-eater,non-volatile,6.8072494,29.6788877
859,"Trumpeter, dark-winged",Focused,37.1017088,70.5552362
860,"Macaque, japanese",Total,49.3304143,17.2726367
861,Cobra (unidentified),zero tolerance,13.5009779,7.1036396
862,Blue crane,encryption,31.422941,116.892944
863,Worm snake (unidentified),mobile,57.7184535,12.0083611
864,Argalis,function,17.6992092,121.5038757
865,"Bee-eater, white-fronted",focus group,4.398278,-74.828718
866,"Deer, spotted",foreground,45.90453,127.460685
867,Chameleon (unidentified),Seamless,37.464539,121.447852
868,Least chipmunk,composite,48.8295792,30.0368231
869,"Hoopoe, eurasian",Versatile,48.64989,-53.11474
870,Collared lemming,coherent,46.562247,125.1353261
871,"Squirrel, red",Self-enabling,36.402881,113.38098
872,Australian brush turkey,Seamless,45.23223,108.28245
873,"Python, carpet",Vision-oriented,-7.0392183,109.9020509
874,"Tortoise, desert",infrastructure,-23.2140719,-46.8238911
875,"Langur, common",stable,41.707342,-8.3509957
876,"Gull, swallow-tail",Advanced,12.5077895,-86.9035511
877,"Chipmunk, least",Total,-7.4471282,109.2179589
878,Laughing kookaburra,definition,-8.8567,121.012
879,Red lava crab,capacity,38.0565317,140.1011565
880,"Squirrel, indian giant",asymmetric,-7.5450262,111.6556388
881,"Dove, white-winged",Multi-lateral,-6.9325697,109.6579791
882,"Crow, american",database,3.2093353,101.6716295
883,Timber wolf,productivity,49.7371648,19.9186389
884,Malachite kingfisher,client-driven,6.7491405,6.0732146
885,Cape starling,Multi-tiered,40.946869,22.4510542
886,Crab-eating fox,superstructure,45.1216628,19.0173647
887,"Duiker, common",non-volatile,44.418695,39.5314274
888,"Butterfly, tropical buckeye",complexity,29.051304,111.546653
889,"Lemming, arctic",methodology,-6.9211461,107.6940475
890,African black crake,Ergonomic,42.4838334,20.743101
891,"Cat, jungle",next generation,55.9763451,37.6084088
892,White-browed owl,Team-oriented,42.0269548,-8.4748384
893,Great kiskadee,encoding,53.9699233,121.9453937
894,"Crane, blue",Horizontal,39.7231403,44.8476661
895,Mouflon,core,30.8043158,72.2069276
896,Long-tailed skua,radical,26.394403,111.314117
897,Brazilian tapir,open system,28.271297,87.128131
898,"Marmot, yellow-bellied",contextually-based,19.465891,-70.6778574
899,"Beaver, north american",Robust,58.3963779,15.6592291
900,"Siskin, pine",superstructure,25.6564843,-100.3694401
901,"Deer, black-tailed",motivating,-25.0305317,26.7540648
902,Hummingbird (unidentified),zero tolerance,40.9676726,126.5990916
903,Ring-tailed possum,zero defect,-7.0345626,107.9836107
904,Southern elephant seal,needs-based,38.925875,100.449818
905,Neotropic cormorant,interactive,43.9763746,4.9052738
906,"Rabbit, eastern cottontail",Realigned,-6.1597768,106.8669252
907,African ground squirrel (unidentified),structure,50.1224689,27.506767
908,"Duiker, common",eco-centric,52.695844,62.5884412
909,Black-tailed prairie dog,alliance,-17.8336363,48.4088007
910,"Pintail, white-cheeked",projection,14.3355782,-87.6457807
911,Topi,content-based,46.215926,-63.0886099
912,Blue and yellow macaw,hierarchy,41.8784851,-87.627893
913,"Anteater, australian spiny",Vision-oriented,6.2479238,102.0032957
914,"Lemming, arctic",responsive,15.4978643,120.8420786
915,"Skua, long-tailed",Sharable,50.0788069,25.1478942
916,"Brocket, brown",framework,49.0122384,14.3800489
917,"Lorikeet, scaly-breasted",system-worthy,25.504173,101.241728
918,"Fox, cape",neural-net,49.1478969,14.1751311
919,Southern sea lion,Total,26.085124,119.2972038
920,"Kangaroo, western grey",emulation,7.8715342,5.0728823
921,Black-tailed deer,ability,14.5919106,121.0228804
922,Galapagos dove,extranet,10.2581682,105.2721456
923,Common dolphin,Polarised,22.3908295,113.9725126
924,"Dolphin, common",collaboration,51.8851246,-0.4111111
925,"Goose, snow",Profit-focused,21.918725,111.053561
926,"Polecat, african",Self-enabling,-22.9841765,-43.2209394
927,"Trumpeter, green-winged",5th generation,26,99.8333333
928,"Boa, columbian rainbow",local,-23.3711864,-46.7575221
929,Sally lightfoot crab,open system,-38.9833,-72.6417312
930,Galapagos hawk,time-frame,-29.6148016,-52.1936768
931,"Beaver, eurasian",intranet,34.6911,106.221144
932,Magistrate black colobus,hub,-8.1338509,113.790057
933,"Zorro, azara's",solution,28.074649,119.141473
934,Black-tailed prairie dog,Business-focused,24.880992,118.71899
935,Crab (unidentified),didactic,-19.3298294,47.6849007
936,Small Indian mongoose,Persevering,45.5502218,95.8545767
937,Common wombat,non-volatile,-34.6906944,-58.601544
938,Blue wildebeest,mobile,35.777346,115.074151
939,"Spider, wolf",reciprocal,39.8172259,45.6727334
940,Eurasian red squirrel,Enterprise-wide,54.3483636,17.8948288
941,Collared peccary,data-warehouse,43.2150141,46.3893765
942,"Bustard, stanley",non-volatile,42.8911415,73.2320957
943,"Squirrel, arctic ground",cohesive,22.1998606,-84.0880839
944,Galapagos penguin,standardization,24.265926,116.081656
945,"Coot, red-knobbed",website,42.4922477,21.5985177
946,"Deer, black-tailed",Sharable,38.7046686,-9.3513499
947,"Sungazer, yellow-brown",empowering,49.0733587,17.3859903
948,African ground squirrel (unidentified),capability,-6.2900045,106.8672736
949,White-rumped vulture,Versatile,52.0609041,17.239347
950,"Flamingo, roseat",Open-source,31.437058,119.975172
951,Scarlet macaw,directional,27.815743,114.416785
952,"Sheep, red",Multi-channelled,11.2666664,123.7333298
953,"Squirrel, palm",logistical,51.4938767,22.8528812
954,Red-tailed cockatoo,budgetary management,39.978848,119.775799
955,Little blue penguin,budgetary management,-5.0776795,32.0695406
956,North American porcupine,didactic,62.1865035,15.6532841
957,"Racer, blue",benchmark,-1.0320468,130.5052176
958,Rainbow lory,heuristic,-7.135868,-34.9662353
959,"Barbet, crested",Versatile,3.3420568,20.8731737
960,Polar bear,zero defect,-7.033304,113.5609459
961,Moose,intangible,-15.3745452,167.8138553
962,Galapagos albatross,logistical,50.2318521,12.8719616
963,Brush-tailed bettong,24/7,29.432849,110.923502
964,White-fronted capuchin,Compatible,25.234479,110.179953
965,"Cormorant, pied",pricing structure,-7.524303,109.204103
966,"Lion, southern sea",foreground,-10.5411,123.2875
967,"Gonolek, burchell's",Reactive,23.175746,113.2539198
968,"Dolphin, common",cohesive,39.4753881,-8.243037
969,Galapagos penguin,optimizing,43.8447278,4.3520438
970,Two-toed tree sloth,moderator,50.2839339,57.166978
971,"Baboon, yellow",knowledge user,16.75245,100.2625222
972,Asian openbill,neural-net,-7.9454654,113.0845936
973,"Goose, knob-nosed",mobile,52.6116547,16.5779047
974,"Turtle, snake-necked",clear-thinking,49.9166765,36.1763412
975,"Iguana, land",Optimized,32.871671,117.56024
976,"Porcupine, african",knowledge user,-13.9792358,-71.4165779
977,Pine squirrel,analyzing,35.663752,103.389346
978,Scaly-breasted lorikeet,solution-oriented,38.0852204,23.738064
979,"Dragon, komodo",parallelism,41.7396715,-85.9262162
980,"Sparrow, rufous-collared",initiative,3.1523104,101.7178316
981,"Crane, sarus",well-modulated,56.9396428,37.3590646
982,"Heron, giant",stable,-8.2919428,123.2254725
983,Yellow-billed stork,Profit-focused,-24.7057037,33.8801952
984,Tasmanian devil,Synchronised,22.8159074,-82.7589859
985,Plains zebra,Team-oriented,43.4945737,5.8978018
986,Greater kudu,extranet,-13.2026069,49.0514094
987,Burrowing owl,methodology,9.0965232,123.1989242
988,Blue-footed booby,leading edge,1.805165,-75.88834
989,"Colobus, magistrate black",workforce,48.235668,16.373098
990,"Woodpecker, red-headed",human-resource,25.4251732,68.7514645
991,"Bear, grizzly",Graphic Interface,49.8753,36.2827926
992,"Dunnart, fat-tailed",Integrated,41.0635479,23.958972
993,"Skimmer, four-spotted",non-volatile,44.043297,129.359811
994,"Otter, african clawless",tertiary,8.9438393,125.5403208
995,Roseate cockatoo,Cross-group,-8.1545561,113.1981987
996,Pied kingfisher,contextually-based,23.110052,113.240664
997,Woolly-necked stork,systematic,28.504386,117.57372
998,Gelada baboon,logistical,-5.5844754,105.4771084
999,Raccoon dog,Right-sized,47.9318074,5.2893597
1000,"Heron, black-crowned night",object-oriented,1.2296124,-77.3439283
